연도,학제,학교 세부 유형,고등학교유형,시도,교육지원청,행정구,학교명,본분교,학교상태,설립,남여공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2019,유치원,,유치원,제주,제주시,제주시,동광초등학교병설유치원,본교,기존(원)교,공립,,63260 ,제주특별자치도 제주시 태성로 6 (일도이동. 동광초등학교),064-729-5870,064-722-7109,http://donggwang.jje.es.kr
2019,유치원,,유치원,제주,제주시,제주시,백록초등학교병설유치원,본교,기존(원)교,공립,,63101 ,제주특별자치도 제주시 정존5길 62 (노형동. 백록초등학교),064-746-9457,064-746-9458,http://bn.jje.es.kr/
2019,유치원,,유치원,제주,제주시,제주시,김녕초등학교병설동복분교장유치원,본교,기존(원)교,공립,,63347 ,제주특별자치도 제주시 구좌읍 동복로 66-5 (구좌읍. 김녕초등학교분교장),064-780-5920,064-780-5990,http://kimnyeong.jje.es.kr/
2019,유치원,,유치원,제주,제주시,제주시,신창초등학교병설유치원,본교,기존(원)교,공립,,63002 ,제주특별자치도 제주시 한경면 두신로 72 (한경면. 신창초등학교),064-795-0730,064-772-0792,http://sinchang.jje.es.kr
2019,유치원,,유치원,제주,제주시,제주시,화북초등학교병설유치원,본교,기존(원)교,공립,,63293 ,제주특별자치도 제주시 일주동로 157 (화북일동. 화북초등학교병설유치원),064-720-7500,064-720-7599,http://hwabuk.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,제주대학교교육대학부설초등학교,본교,기존(원)교,국립,,63294 ,제주특별자치도 제주시 일주동로 61 (화북일동),064-755-0051,064-755-2311,http://jejubuseol.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,광양초등학교,본교,기존(원)교,공립,,63197 ,제주특별자치도 제주시 돈내길 5 (이도일동),064-754-6900,064-756-0014,http://jeju-gwyang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,남광초등학교,본교,기존(원)교,공립,,63231 ,제주특별자치도 제주시 남광로 28 (이도이동),064-754-7500,064-723-3055,http://www.namgwang.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,노형초등학교,본교,기존(원)교,공립,,63102 ,제주특별자치도 제주시 노형로 383 (노형동),064-740-8400,064-744-8829,http://nohyung.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,도남초등학교,본교,기존(원)교,공립,,63204 ,제주특별자치도 제주시 도남로8길 22 (도남동.도남초등학교),064-728-0700,064-728-0799,http://jejudonam.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,도리초등학교,본교,기존(원)교,공립,,63112 ,제주특별자치도 제주시 도리로 129 . 도리초등학교 (도두일동),064-717-4600,064-717-4699,http://dori.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,동광초등학교,본교,기존(원)교,공립,,63260 ,제주특별자치도 제주시 태성로 6 (일도이동),064-729-5800,064-722-7109,http://donggwang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,동화초등학교,본교,기존(원)교,공립,,63301 ,제주특별자치도 제주시 동화로1길 44 (화북일동. 동화초등학교),064-729-5700,064-729-5789,http://donghwa.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,봉개초등학교,본교,기존(원)교,공립,,63313 ,제주특별자치도 제주시 번영로 484 (봉개동),064-721-0012,064-721-3384,http://bonggae.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,삼성초등학교,본교,기존(원)교,공립,,63199 ,제주특별자치도 제주시 서광로29길 35 (이도일동),064-720-0700,064-721-1778,http://samsung.jje.es.kr/
2019,초등학교,,초등학교,제주,제주시,제주시,삼양초등학교,본교,기존(원)교,공립,,63321 ,제주특별자치도 제주시 지석14길 7 (삼양이동),064-729-6800,064-729-6888,http://j-samyang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,신광초등학교,본교,기존(원)교,공립,,63127 ,제주특별자치도 제주시 성신로 25 (연동),064-741-0800,064-741-0801,http://jeju-sk.jje.es.kr/
2019,초등학교,,초등학교,제주,제주시,제주시,신제주초등학교,본교,기존(원)교,공립,,63135 ,제주특별자치도 제주시 비월길 29 . 신제주초등학교 (연동),064-747-6122,064-747-6125,http://shinjeju.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,아라초등학교,본교,기존(원)교,공립,,63237 ,제주특별자치도 제주시 중앙로 518 (아라일동. 아라초등학교),064-702-2861,064-702-2864,http://jejuara.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,영평초등학교,본교,기존(원)교,공립,,63308 ,제주특별자치도 제주시 아봉로 225 . 영평초등학교 (영평동),064-702-1305,064-702-1310,http://yeongpyeonp.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,오라초등학교,본교,기존(원)교,공립,,63145 ,제주특별자치도 제주시 연사길 48 . 1380번지 (오라이동),064-720-4400,064-720-4499,http://ora.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,외도초등학교,본교,기존(원)교,공립,,63071 ,제주특별자치도 제주시 일주서로 7368 (외도이동),064-717-5500,064-743-2861,http://oedo.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,인화초등학교,본교,기존(원)교,공립,,63273 ,제주특별자치도 제주시 신산로15길 35 (일도이동.인화초등학교),064-730-0900,064-724-3865,http://inhwa.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,일도초등학교,본교,기존(원)교,공립,,63269 ,제주특별자치도 제주시 삼성로9길 27 . 일도초등학교 (일도이동),064-757-2870,064-756-2934,http://ildo.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,제주남초등학교,본교,기존(원)교,공립,,63169 ,제주특별자치도 제주시 남성로 149 (삼도이동),064-729-3700,064-729-3709,http://jejunam.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,제주동초등학교,본교,기존(원)교,공립,,63279 ,제주특별자치도 제주시 동문로 65 (건입동),064-754-0505,064-757-3115,http://jejudong.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,제주북초등학교,본교,기존(원)교,공립,,63166 ,제주특별자치도 제주시 중앙로8길 18 (삼도이동.제주북초등학교),064-717-3300,064-717-3399,http://jejubuk.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,제주서초등학교,본교,기존(원)교,공립,,63156 ,제주특별자치도 제주시 성화로6길 51 (용담이동),064-720-7300,064-711-5933,http://jeju-seo.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,제주중앙초등학교,본교,기존(원)교,공립,,63175 ,제주특별자치도 제주시 서사로18길 40 (삼도일동),064-729-3800,064-729-3838,http://jejujungang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,한천초등학교,본교,기존(원)교,공립,,63174 ,제주특별자치도 제주시 남성로11길 22 (용담일동 254-1),064-755-4146,064-755-4167,http://hancheon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,화북초등학교,본교,기존(원)교,공립,,63293 ,제주특별자치도 제주시 일주동로 157 (화북일동),064-720-7500,064-720-7599,http://hwabuk.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,해안초등학교,본교,기존(원)교,공립,,63077 ,제주특별자치도 제주시 해안마을길 76 (해안동),064-745-4006,064-746-8980,http://haeahn.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,도평초등학교,본교,기존(원)교,공립,,63076 ,제주특별자치도 제주시 도평길 17 (도평동),064-740-0103,064-740-0199,http://jejudopyeong.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,한라초등학교,본교,기존(원)교,공립,,63090 ,제주특별자치도 제주시 연화로 42 (노형동. 한라초등학교),064-740-9500,064-740-9699,http://halla.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,백록초등학교,본교,기존(원)교,공립,,63101 ,제주특별자치도 제주시 정존5길 62 . 백록초등학교 (노형동),064-746-9452,064-746-9455,http://bn.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,월랑초등학교,본교,기존(원)교,공립,,63096 ,제주특별자치도 제주시 남녕로 63 (노형동.월랑초등학교),064-717-3500,064-717-3505,http://wollang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,고산초등학교,본교,기존(원)교,공립,,63008 ,제주특별자치도 제주시 한경면 고산로1길 16 (한경면. 고산초등학교),064-773-0829,064-772-5478,http://gosan.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,곽금초등학교,본교,기존(원)교,공립,,63034 ,제주특별자치도 제주시 애월읍 일주서로 6000 (애월읍),064-799-0020,064-799-2247,http://gwakgeum.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,광령초등학교,본교,기존(원)교,공립,,63062 ,제주특별자치도 제주시 애월읍 광성로 276 (애월읍. 광령초등학교),064-748-4086,064-748-4093,http://gwang-r.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,구엄초등학교,본교,기존(원)교,공립,,63049 ,제주특별자치도 제주시 애월읍 일주서로 6768 (애월읍.구엄초등학교),064-713-5191,064-713-6567,http://gueom.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,구좌중앙초등학교,본교,기존(원)교,공립,,63358 ,제주특별자치도 제주시 구좌읍 월정7길 1 (구좌읍),064-783-5308,064-783-9380,http://kujwa.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,귀덕초등학교,본교,기존(원)교,공립,,63024 ,제주특별자치도 제주시 한림읍 귀덕14길 14-5 . 귀덕초등학교 (한림읍),064-795-7700,064-796-7799,http://gwideok.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,금악초등학교,본교,기존(원)교,공립,,63019 ,제주특별자치도 제주시 한림읍 금악남2길 1 (한림읍),064-796-3589,064-796-4086,http://geumak.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,김녕초등학교,본교,기존(원)교,공립,,63357 ,제주특별자치도 제주시 구좌읍 김녕로 117 (구좌읍),064-783-5024,064-784-4077,http://kimnyeong.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,납읍초등학교,본교,기존(원)교,공립,,63035 ,제주특별자치도 제주시 애월읍 납읍로2길 47 . 납읍초등학교 (애월읍),064-797-3408,064-797-3499,http://www.nabeup.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,대흘초등학교,본교,기존(원)교,공립,,63343 ,제주특별자치도 제주시 조천읍 중산간동로 677 (조천읍),064-780-3600,064-783-6625,http://daehul.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,물메초등학교,본교,기존(원)교,공립,,63056 ,제주특별자치도 제주시 애월읍 엄수로 202-4 물메초등학교,064-717-8000,064-717-8099,http://mulme.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,북촌초등학교,본교,기존(원)교,공립,,63339 ,제주특별자치도 제주시 조천읍 일주동로 1481 (조천읍),064-717-3800,064-717-3881,http://bukchon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,세화초등학교,본교,기존(원)교,공립,,63361 ,제주특별자치도 제주시 구좌읍 구좌로 65 (구좌읍),064-783-2640,064-782-7604,http://sehwa.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,송당초등학교,본교,기존(원)교,공립,,63355 ,제주특별자치도 제주시 구좌읍 중산간동로 2218-3 (구좌읍),064-780-6800,064-780-6899,http://songdang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,수원초등학교,본교,기존(원)교,공립,,63026 ,제주특별자치도 제주시 한림읍 한림로 822 (한림읍),064-797-3100,064-796-0243,http://suwon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,신창초등학교,본교,기존(원)교,공립,,63002 ,제주특별자치도 제주시 한경면 두신로 72 (한경면),064-795-0730,064-772-4739,http://sinchang.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,신촌초등학교,본교,기존(원)교,공립,,63337 ,제주특별자치도 제주시 조천읍 신북로 51 . 신촌초등학교 (조천읍),064-780-5700,064-780-5789,http://sinchon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,애월초등학교,본교,기존(원)교,공립,,63043 ,제주특별자치도 제주시 애월읍 애월로 139-10 (애월읍),064-795-8900,064-795-8999,http://aewol.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,어도초등학교,본교,기존(원)교,공립,,63039 ,제주특별자치도 제주시 애월읍 봉성로 76 . 어도초등학교 (애월읍),064-799-0519,064-799-0516,http://uhdo.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,우도초등학교,본교,기존(원)교,공립,,63365 ,제주특별자치도 제주시 우도면 우도로 156-11 (우도면),064-786-4500,064-786-4599,http://udo.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,장전초등학교,본교,기존(원)교,공립,,63055 ,제주특별자치도 제주시 애월읍 장전로 122 . 장전초등학교 (애월읍),064-798-2200,064-798-2250,http://jangjeon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,재릉초등학교,본교,기존(원)교,공립,,63011 ,제주특별자치도 제주시 한림읍 한림로 288-18 (한림읍),064-795-5700,064-795-5799,http://jaereung.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,저청초등학교,본교,기존(원)교,공립,,63006 ,제주특별자치도 제주시 한경면 중산간서로 3591 (한경면),064-798-1600,064-798-1649,http://jeocheong.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,조천초등학교,본교,기존(원)교,공립,,63331 ,제주특별자치도 제주시 조천읍 신북로 195 (조천읍. 조천초등학교),064-783-4702,064-782-4702,http://jocheon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,종달초등학교,본교,기존(원)교,공립,,63364 ,제주특별자치도 제주시 구좌읍 종달로7길 5 (구좌읍),064-783-3689,064-784-2441,http://jongdal.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,추자초등학교,본교,기존(원)교,공립,,63000 ,제주특별자치도 제주시 추자면 대서3길 10 (추자면.추자초등학교),064-742-8431,064-742-3648,http://chuja.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,평대초등학교,본교,기존(원)교,공립,,63360 ,제주특별자치도 제주시 구좌읍 일주동로 2979 (구좌읍),064-750-6800,064-750-6805,http://pyungdae.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,하귀초등학교,본교,기존(원)교,공립,,63051 ,제주특별자치도 제주시 애월읍 하귀로 44 (애월읍),064-713-4005,064-713-7655,http://hagwi.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,하도초등학교,본교,기존(원)교,공립,,63363 ,제주특별자치도 제주시 구좌읍 일주동로 3378 . 하도초등학교 (구좌읍),064-783-3004,064-784-4004,http://hado.jje.es.kr/
2019,초등학교,,초등학교,제주,제주시,제주시,한동초등학교,본교,기존(원)교,공립,,63359 ,제주특별자치도 제주시 구좌읍 일주동로 2831 (구좌읍),064-783-2354,064-783-3467,http://handong.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,한림초등학교,본교,기존(원)교,공립,,63032 ,제주특별자치도 제주시 한림읍 한림로4길 16 (한림읍. 한림초등학교),064-797-3000,064-797-3080,http://hallim.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,함덕초등학교,본교,기존(원)교,공립,,63333 ,제주특별자치도 제주시 조천읍 일주동로 1231 . 함덕초등학교 (조천읍),064-780-4500,064-780-4566,http://hamdeok.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,김녕초등학교동복분교장,분교장,기존(원)교,공립,,63347 ,제주특별자치도 제주시 구좌읍 동복로 66-5 (구좌읍.김녕초등학교분교장),064-780-5900,064-780-5990,http://kimnyeong.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,더럭초등학교,본교,기존(원)교,공립,,63036 ,제주특별자치도 제주시 애월읍 하가로 195 (애월읍),064-797-7200,064-797-7299,http://deoreok.jje.es.kr/
2019,초등학교,,초등학교,제주,제주시,제주시,조천초등학교교래분교장,분교장,기존(원)교,공립,,63346 ,제주특별자치도 제주시 조천읍 비자림로 672 (조천읍. 조천초등학교교래분교장),064-783-9744,064-784-9744,http://jocheon.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,추자초등학교신양분교장,분교장,기존(원)교,공립,,63001 ,제주특별자치도 제주시 추자면 추자로 553-10 . 추자초등학교신양분교장 (추자면),064-742-8421,064-742-8422,http://chuja.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,한림초등학교비양분교장,분교장,휴(원)교,공립,,63033 ,제주특별자치도 제주시 한림읍 비양도길 270 (한림읍),064-796-8479,064-796-7816,http://hallim.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,함덕초등학교선인분교장,분교장,기존(원)교,공립,,63341 ,제주특별자치도 제주시 조천읍 선진길 7-18 . 함덕초등학교선인분교장 (조천읍),064-783-8612,064-783-8622,http://hamdeok.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,함덕초등학교선흘분교장,분교장,기존(원)교,공립,,63340 ,제주특별자치도 제주시 조천읍 선흘동1길 41 (조천읍),064-783-8526,064-784-8526,http://hamdeok.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,이도초등학교,본교,기존(원)교,공립,,63233 ,제주특별자치도 제주시 구남동2길 58 . 이도초등학교 (이도이동),064-754-5200,064-754-5209,http://ido.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,하귀일초등학교,본교,기존(원)교,공립,,63054 ,제주특별자치도 제주시 애월읍 하귀9길 42 (애월읍. 하귀일초등학교),064-795-0800,064-795-0899,http://hagwiil.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,삼화초등학교,본교,기존(원)교,공립,,63303 ,제주특별자치도 제주시 화삼북로2길 27 (화북일동),064-750-3400,064-750-3497,http://jj-samhwa.jje.es.kr
2019,초등학교,,초등학교,제주,제주시,제주시,도련초등학교,본교,기존(원)교,공립,,63324 ,제주특별자치도 제주시 화삼로 104 . 도련초등학교 (도련일동),064-754-9500,064-754-9595,http://doryeon.jje.es.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주대학교사범대학부설중학교,본교,기존(원)교,국립,남여공학,63151 ,제주특별자치도 제주시 용담로7길 33 (용담삼동),064-754-6205,064-754-6210,http://jnum.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주동여자중학교,본교,기존(원)교,공립,여자,63215 ,제주특별자치도 제주시 천수로 24 (이도이동. 제주동여자중학교),064-754-7900,064-754-7999,http://hansol.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주동중학교,본교,기존(원)교,공립,남여공학,63300 ,제주특별자치도 제주시 동화로 12-1 (화북일동. 제주동중학교),064-741-0100,064-741-0199,http://jejudong.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주서중학교,본교,기존(원)교,공립,남여공학,63116 ,제주특별자치도 제주시 일주서로 7811 . 제주서중학교 (연동),064-747-0391,064-747-0397,http://jejuseo.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,아라중학교,본교,기존(원)교,공립,남여공학,63246 ,제주특별자치도 제주시 간월동로 30 . 아라중학교 (아라이동),064-750-6700,064-750-6799,http://ara.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주제일중학교,본교,기존(원)교,공립,남자,63224 ,제주특별자치도 제주시 남광로 33 . 제주제일중학교 (이도이동),064-750-3206,064-756-5977,http://jeil.jje.ms.kr/
2019,중학교,,일반중학교,제주,제주시,제주시,제주중앙여자중학교,본교,기존(원)교,공립,여자,63178 ,제주특별자치도 제주시 서사로11길 8 . (제주중앙여자중학교) (삼도이동),064-710-9700,064-721-5766,http://jag.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주중앙중학교,본교,기존(원)교,공립,남자,63121 ,제주특별자치도 제주시 선덕로5길 37 (연동.제주중앙중학교),064-728-0800,064-728-0890,http://jungang.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,한라중학교,본교,기존(원)교,공립,남여공학,63090 ,제주특별자치도 제주시 과원북2길 24 . 한라중학교 (노형동),064-766-3100,064-745-4518,http://halla.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,탐라중학교,본교,기존(원)교,공립,남여공학,63229 ,제주특별자치도 제주시 신설로 56 (아라이동),064-754-5000,064-754-5005,http://tamna.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,신성여자중학교,본교,기존(원)교,사립,여자,63308 ,제주특별자치도 제주시 아봉로 174-5 . 신성여자중학교 (영평동),064-729-7400,064-724-7138,http://shinseong.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,오현중학교,본교,기존(원)교,사립,남자,63293 ,제주특별자치도 제주시 일주동로 101 . 오현중학교 (화북일동),064-755-9252,064-755-9256,http://ohyun.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주여자중학교,본교,기존(원)교,사립,여자,63236 ,제주특별자치도 제주시 구산로 50 . 제주여자중학교 (아라일동),064-729-1300,064-729-1333,http://www.jeju-girls.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,제주중학교,본교,기존(원)교,사립,남자,63153 ,제주특별자치도 제주시 서문로 47 . 제주중학교 (용담일동),064-750-7000,064-750-7001,http://jeju.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,김녕중학교,본교,기존(원)교,공립,남여공학,63357 ,제주특별자치도 제주시 구좌읍 김녕로 118-20 (구좌읍),064-786-0800,064-786-0808,http://gimnyeong.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,세화중학교,본교,기존(원)교,공립,남여공학,63361 ,제주특별자치도 제주시 구좌읍 일주동로 3132 . 세화중학교 (구좌읍),064-786-5700,064-786-5799,http://sehwa.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,신엄중학교,본교,기존(원)교,공립,남여공학,63047 ,제주특별자치도 제주시 애월읍 일주서로 6711 (애월읍),064-798-7900,064-798-7909,http://shinum.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,신창중학교,본교,기존(원)교,공립,남여공학,63002 ,제주특별자치도 제주시 한경면 두신로 72 (한경면),064-795-0730,064-772-4739,http://sinchang.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,애월중학교,본교,기존(원)교,공립,남여공학,63043 ,제주특별자치도 제주시 애월읍 애월로15길 8 (애월읍),064-740-0700,064-740-0799,http://aewol.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,우도중학교,본교,기존(원)교,공립,남여공학,63365 ,제주특별자치도 제주시 우도면 우도로 156-11 (우도면),064-786-4500,064-786-4599,http://udo.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,저청중학교,본교,기존(원)교,공립,남여공학,63006 ,제주특별자치도 제주시 한경면 중산간서로 3590 (한경면),064-798-1600,064-798-1699,http://jeocheong.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,조천중학교,본교,기존(원)교,공립,남여공학,63337 ,제주특별자치도 제주시 조천읍 신북로 31. 조천중학교(조천읍),064-780-0774,064-782-6455,http://jocheon.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,추자중학교,본교,기존(원)교,공립,남여공학,63001 ,제주특별자치도 제주시 추자면 신양3길 15 (추자면),064-742-8412,064-742-0185,http://chuja.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,한림여자중학교,본교,기존(원)교,공립,여자,63032 ,제주특별자치도 제주시 한림읍 한림로 604 (한림읍),064-795-0200,064-796-7936,http://hallim-g.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,한림중학교,본교,기존(원)교,공립,남자,63013 ,제주특별자치도 제주시 한림읍 명월성로 21 (한림읍. 한림중학교),064-797-7141,064-796-7147,http://hallim.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,함덕중학교,본교,기존(원)교,공립,남여공학,63334 ,제주특별자치도 제주시 조천읍 일주동로 1234 (조천읍. 함덕중학교),064-780-5800,064-780-5899,http://hamdeok.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,고산중학교,본교,기존(원)교,공립,남여공학,63008 ,제주특별자치도 제주시 한경면 용고로 70 (한경면. 고산중학교),064-795-8260,064-772-5977,http://gosan.jje.ms.kr/
2019,중학교,,일반중학교,제주,제주시,제주시,귀일중학교,본교,기존(원)교,사립,남여공학,63051 ,제주특별자치도 제주시 애월읍 항몽로 44 (애월읍),064-766-8100,064-713-6131,http://kwiil.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,노형중학교,본교,기존(원)교,공립,남여공학,63088 ,제주특별자치도 제주시 노형1길 28 . 노형중학교 (노형동),064-740-8901,064-740-8906,http://nohyeong.jje.ms.kr
2019,중학교,,일반중학교,제주,제주시,제주시,오름중학교,본교,기존(원)교,공립,남여공학,63323 ,제주특별자치도 제주시 화삼북로 110 (도련일동),064-754-9400,064-754-9439,http://oreum.jje.ms.kr
